pairs,refused,refused_pct,refused_graded,refused_late_gt15,refused_late_pct,accepted_graded,accepted_late_pct,after_arrival,relieved_at_dwell35,relieved_at_dwell25
914,76,8.3,67,31,46.3,631,24.2,32,14,22
