date,tick,estimates,ms,cards,error
2026-08-03,08:45,masked,200,6,
2026-08-03,08:30,masked,218,6,
2026-08-03,08:15,masked,221,6,
2026-08-03,08:00,masked,218,6,
2026-08-03,07:45,masked,233,5,
2026-08-03,07:30,masked,208,5,
2026-08-03,07:15,masked,213,5,
2026-08-03,07:00,masked,205,5,
2026-08-03,06:45,masked,201,5,
2026-08-03,06:30,masked,225,5,
2026-08-03,06:15,masked,202,5,
2026-08-03,06:00,masked,202,5,
2026-08-04,23:00,live,38,0,
2026-08-04,22:45,live,28,0,
2026-08-04,22:30,live,51,0,
2026-08-04,22:15,live,131,1,
2026-08-04,22:00,live,121,1,
2026-08-04,21:45,live,28,0,
2026-08-04,21:30,live,28,0,
2026-08-04,21:15,live,29,0,
2026-08-04,21:00,live,54,0,
2026-08-04,20:45,live,28,0,
2026-08-04,20:30,live,28,1,
2026-08-04,20:15,live,29,1,
2026-08-04,20:00,live,29,0,
2026-08-04,19:45,live,28,0,
2026-08-04,19:30,live,29,1,
2026-08-04,19:15,live,54,0,
2026-08-04,19:00,live,28,0,
2026-08-04,18:45,live,29,0,
2026-08-04,18:30,live,41,1,
2026-08-04,18:15,live,32,1,
2026-08-04,18:00,live,32,1,
2026-08-04,17:45,live,58,1,
2026-08-04,17:30,live,33,2,
2026-08-04,17:15,live,33,3,
2026-08-04,17:00,live,33,3,
2026-08-04,16:45,live,29,2,
2026-08-04,16:30,live,30,1,
2026-08-04,16:15,live,53,1,
2026-08-04,16:00,live,29,1,
2026-08-04,15:45,live,31,1,
2026-08-04,15:30,live,31,2,
2026-08-04,15:15,live,31,2,
2026-08-04,15:00,live,30,2,
2026-08-04,14:45,live,55,2,
2026-08-04,14:30,live,85,1,
2026-08-04,14:15,live,76,1,
2026-08-04,14:00,live,82,1,
2026-08-04,13:45,live,80,1,
2026-08-04,13:30,live,81,1,
2026-08-04,13:15,live,172,2,
2026-08-04,13:00,live,137,2,
2026-08-04,12:45,live,245,3,
2026-08-04,12:30,live,190,2,
2026-08-04,12:15,live,195,3,
2026-08-04,12:00,live,87,2,
2026-08-04,11:45,live,183,6,
2026-08-04,11:30,live,146,6,
2026-08-04,11:15,live,146,7,
2026-08-04,11:00,live,117,4,
2026-08-04,10:45,live,263,6,
2026-08-04,10:30,live,376,7,
2026-08-04,10:15,live,268,9,
2026-08-04,10:00,live,294,8,
2026-08-04,09:45,live,424,8,
2026-08-04,09:30,live,474,6,
2026-08-04,09:15,live,181,4,
2026-08-04,09:00,live,180,5,
2026-08-04,08:45,live,181,5,
2026-08-04,08:30,live,209,5,
2026-08-04,08:15,live,185,5,
2026-08-04,08:00,live,184,4,
2026-08-04,07:45,live,185,4,
2026-08-04,07:30,live,183,4,
2026-08-04,07:15,live,185,4,
2026-08-04,07:00,live,204,4,
2026-08-04,06:45,live,184,4,
2026-08-04,06:30,live,182,4,
2026-08-04,06:15,live,182,4,
2026-08-04,06:00,live,186,4,
2026-08-04,23:00,masked,28,0,
2026-08-04,22:45,masked,51,0,
2026-08-04,22:30,masked,28,0,
2026-08-04,22:15,masked,119,1,
2026-08-04,22:00,masked,120,1,
2026-08-04,21:45,masked,28,0,
2026-08-04,21:30,masked,27,0,
2026-08-04,21:15,masked,54,0,
2026-08-04,21:00,masked,29,0,
2026-08-04,20:45,masked,28,0,
2026-08-04,20:30,masked,28,1,
2026-08-04,20:15,masked,28,1,
2026-08-04,20:00,masked,28,0,
2026-08-04,19:45,masked,52,0,
2026-08-04,19:30,masked,28,1,
2026-08-04,19:15,masked,28,0,
2026-08-04,19:00,masked,28,0,
2026-08-04,18:45,masked,28,0,
2026-08-04,18:30,masked,41,1,
2026-08-04,18:15,masked,56,1,
2026-08-04,18:00,masked,32,1,
2026-08-04,17:45,masked,32,1,
2026-08-04,17:30,masked,33,2,
2026-08-04,17:15,masked,33,3,
2026-08-04,17:00,masked,33,3,
2026-08-04,16:45,masked,29,2,
2026-08-04,16:30,masked,54,1,
2026-08-04,16:15,masked,30,1,
2026-08-04,16:00,masked,30,1,
2026-08-04,15:45,masked,30,1,
2026-08-04,15:30,masked,31,2,
2026-08-04,15:15,masked,31,2,
2026-08-04,15:00,masked,56,2,
2026-08-04,14:45,masked,31,2,
2026-08-04,14:30,masked,70,1,
2026-08-04,14:15,masked,71,1,
2026-08-04,14:00,masked,76,1,
2026-08-04,13:45,masked,74,1,
2026-08-04,13:30,masked,99,1,
2026-08-04,13:15,masked,126,2,
2026-08-04,13:00,masked,127,2,
2026-08-04,12:45,masked,230,3,
2026-08-04,12:30,masked,186,2,
2026-08-04,12:15,masked,185,3,
2026-08-04,12:00,masked,104,2,
2026-08-04,11:45,masked,191,5,
2026-08-04,11:30,masked,190,5,
2026-08-04,11:15,masked,190,6,
2026-08-04,11:00,masked,117,4,
2026-08-04,10:45,masked,266,6,
2026-08-04,10:30,masked,406,7,
2026-08-04,10:15,masked,279,9,
2026-08-04,10:00,masked,280,8,
2026-08-04,09:45,masked,431,8,
2026-08-04,09:30,masked,481,6,
2026-08-04,09:15,masked,196,4,
2026-08-04,09:00,masked,216,5,
2026-08-04,08:45,masked,191,5,
2026-08-04,08:30,masked,192,5,
2026-08-04,08:15,masked,196,5,
2026-08-04,08:00,masked,197,4,
2026-08-04,07:45,masked,198,4,
2026-08-04,07:30,masked,195,4,
2026-08-04,07:15,masked,217,4,
2026-08-04,07:00,masked,192,4,
2026-08-04,06:45,masked,195,4,
2026-08-04,06:30,masked,197,4,
2026-08-04,06:15,masked,197,4,
2026-08-04,06:00,masked,192,4,
2026-08-05,23:00,live,59,0,
2026-08-05,22:45,live,33,0,
2026-08-05,22:30,live,33,0,
2026-08-05,22:15,live,33,0,
2026-08-05,22:00,live,32,0,
2026-08-05,21:45,live,60,0,
2026-08-05,21:30,live,32,0,
2026-08-05,21:15,live,33,0,
2026-08-05,21:00,live,32,0,
2026-08-05,20:45,live,32,0,
2026-08-05,20:30,live,58,1,
2026-08-05,20:15,live,33,1,
2026-08-05,20:00,live,33,1,
2026-08-05,19:45,live,33,1,
2026-08-05,19:30,live,33,2,
2026-08-05,19:15,live,60,1,
2026-08-05,19:00,live,33,1,
2026-08-05,18:45,live,33,1,
2026-08-05,18:30,live,33,2,
2026-08-05,18:15,live,35,1,
2026-08-05,18:00,live,60,1,
2026-08-05,17:45,live,35,1,
2026-08-05,17:30,live,43,2,
2026-08-05,17:15,live,52,3,
2026-08-05,17:00,live,43,2,
2026-08-05,16:45,live,68,1,
2026-08-05,16:30,live,45,3,
2026-08-05,16:15,live,58,4,
2026-08-05,16:00,live,46,3,
2026-08-05,15:45,live,49,3,
2026-08-05,15:30,live,78,4,
2026-08-05,15:15,live,50,3,
2026-08-05,15:00,live,50,3,
2026-08-05,14:45,live,51,2,
2026-08-05,14:30,live,51,2,
2026-08-05,14:15,live,76,2,
2026-08-05,14:00,live,51,2,
2026-08-05,13:45,live,51,4,
2026-08-05,13:30,live,55,5,
2026-08-05,13:15,live,53,4,
2026-08-05,13:00,live,132,4,
2026-08-05,12:45,live,88,4,
2026-08-05,12:30,live,52,4,
2026-08-05,12:15,live,45,4,
2026-08-05,12:00,live,52,4,
2026-08-05,11:45,live,91,8,
2026-08-05,11:30,live,69,9,
2026-08-05,11:15,live,87,8,
2026-08-05,11:00,live,122,7,
2026-08-05,10:45,live,409,10,
2026-08-05,10:30,live,233,10,
2026-08-05,10:15,live,336,12,
2026-08-05,10:00,live,243,12,
2026-08-05,09:45,live,185,11,
2026-08-05,09:30,live,153,11,
2026-08-05,09:15,live,156,11,
2026-08-05,09:00,live,301,13,
2026-08-05,08:45,live,279,13,
2026-08-05,08:30,live,278,13,
2026-08-05,08:15,live,265,12,
2026-08-05,08:00,live,156,10,
2026-08-05,07:45,live,184,10,
2026-08-05,07:30,live,156,10,
2026-08-05,07:15,live,161,10,
2026-08-05,07:00,live,161,10,
2026-08-05,06:45,live,161,10,
2026-08-05,06:30,live,189,10,
2026-08-05,06:15,live,164,10,
2026-08-05,06:00,live,164,10,
2026-08-05,23:00,masked,32,0,
2026-08-05,22:45,masked,32,0,
2026-08-05,22:30,masked,57,0,
2026-08-05,22:15,masked,32,0,
2026-08-05,22:00,masked,33,0,
2026-08-05,21:45,masked,33,0,
2026-08-05,21:30,masked,32,0,
2026-08-05,21:15,masked,57,0,
2026-08-05,21:00,masked,33,0,
2026-08-05,20:45,masked,32,0,
2026-08-05,20:30,masked,32,1,
2026-08-05,20:15,masked,32,1,
2026-08-05,20:00,masked,57,1,
2026-08-05,19:45,masked,33,1,
2026-08-05,19:30,masked,33,2,
2026-08-05,19:15,masked,33,1,
2026-08-05,19:00,masked,34,1,
2026-08-05,18:45,masked,58,1,
2026-08-05,18:30,masked,34,2,
2026-08-05,18:15,masked,35,1,
2026-08-05,18:00,masked,36,1,
2026-08-05,17:45,masked,35,1,
2026-08-05,17:30,masked,66,2,
2026-08-05,17:15,masked,52,3,
2026-08-05,17:00,masked,43,2,
2026-08-05,16:45,masked,43,1,
2026-08-05,16:30,masked,44,3,
2026-08-05,16:15,masked,79,4,
2026-08-05,16:00,masked,46,3,
2026-08-05,15:45,masked,47,2,
2026-08-05,15:30,masked,48,3,
2026-08-05,15:15,masked,46,2,
2026-08-05,15:00,masked,70,2,
2026-08-05,14:45,masked,47,1,
2026-08-05,14:30,masked,46,1,
2026-08-05,14:15,masked,46,1,
2026-08-05,14:00,masked,46,1,
2026-08-05,13:45,masked,71,3,
2026-08-05,13:30,masked,49,4,
2026-08-05,13:15,masked,50,4,
2026-08-05,13:00,masked,65,2,
2026-08-05,12:45,masked,70,2,
2026-08-05,12:30,masked,69,2,
2026-08-05,12:15,masked,38,2,
2026-08-05,12:00,masked,40,2,
2026-08-05,11:45,masked,60,6,
2026-08-05,11:30,masked,63,7,
2026-08-05,11:15,masked,82,6,
2026-08-05,11:00,masked,140,5,
2026-08-05,10:45,masked,399,8,
2026-08-05,10:30,masked,230,8,
2026-08-05,10:15,masked,290,10,
2026-08-05,10:00,masked,203,9,
2026-08-05,09:45,masked,204,8,
2026-08-05,09:30,masked,149,8,
2026-08-05,09:15,masked,145,8,
2026-08-05,09:00,masked,171,10,
2026-08-05,08:45,masked,174,10,
2026-08-05,08:30,masked,198,10,
2026-08-05,08:15,masked,150,9,
2026-08-05,08:00,masked,150,7,
2026-08-05,07:45,masked,147,7,
2026-08-05,07:30,masked,147,7,
2026-08-05,07:15,masked,176,7,
2026-08-05,07:00,masked,152,7,
2026-08-05,06:45,masked,152,7,
2026-08-05,06:30,masked,155,7,
2026-08-05,06:15,masked,155,7,
2026-08-05,06:00,masked,180,7,
2026-08-06,23:00,live,81,1,
2026-08-06,22:45,live,115,2,
2026-08-06,22:30,live,149,6,
2026-08-06,22:15,live,172,6,
2026-08-06,22:00,live,165,8,
2026-08-06,21:45,live,143,9,
2026-08-06,21:30,live,146,7,
2026-08-06,21:15,live,146,6,
2026-08-06,21:00,live,139,4,
2026-08-06,20:45,live,122,2,
2026-08-06,20:30,live,81,3,
2026-08-06,20:15,live,33,1,
2026-08-06,20:00,live,36,2,
2026-08-06,19:45,live,38,5,
2026-08-06,19:30,live,97,6,
2026-08-06,19:15,live,61,5,
2026-08-06,19:00,live,37,5,
2026-08-06,18:45,live,119,8,
2026-08-06,18:30,live,122,7,
2026-08-06,18:15,live,147,8,
2026-08-06,18:00,live,122,8,
2026-08-06,17:45,live,117,8,
2026-08-06,17:30,live,117,6,
2026-08-06,17:15,live,117,6,
2026-08-06,17:00,live,144,8,
2026-08-06,16:45,live,119,6,
2026-08-06,16:30,live,120,6,
2026-08-06,16:15,live,119,5,
2026-08-06,16:00,live,147,6,
2026-08-06,15:45,live,245,7,
2026-08-06,15:30,live,218,7,
2026-08-06,15:15,live,133,6,
2026-08-06,15:00,live,131,6,
2026-08-06,14:45,live,119,4,
2026-08-06,14:30,live,132,3,
2026-08-06,14:15,live,130,4,
2026-08-06,14:00,live,131,5,
2026-08-06,13:45,live,130,4,
2026-08-06,13:30,live,133,5,
2026-08-06,13:15,live,137,5,
2026-08-06,13:00,live,162,5,
2026-08-06,12:45,live,141,6,
2026-08-06,12:30,live,139,6,
2026-08-06,12:15,live,139,6,
2026-08-06,12:00,live,138,7,
2026-08-06,11:45,live,164,7,
2026-08-06,11:30,live,136,7,
2026-08-06,11:15,live,142,8,
2026-08-06,11:00,live,171,8,
2026-08-06,10:45,live,175,9,
2026-08-06,10:30,live,257,9,
2026-08-06,10:15,live,203,10,
2026-08-06,10:00,live,79,9,
2026-08-06,09:45,live,135,9,
2026-08-06,09:30,live,88,8,
2026-08-06,09:15,live,103,8,
2026-08-06,09:00,live,339,9,
2026-08-06,08:45,live,328,8,
2026-08-06,08:30,live,329,8,
2026-08-06,08:15,live,329,8,
2026-08-06,08:00,live,359,8,
2026-08-06,07:45,live,329,8,
2026-08-06,07:30,live,168,7,
2026-08-06,07:15,live,210,7,
2026-08-06,07:00,live,208,7,
2026-08-06,06:45,live,204,7,
2026-08-06,06:30,live,235,7,
2026-08-06,06:15,live,208,7,
2026-08-06,06:00,live,204,7,
2026-08-06,23:00,masked,113,2,
2026-08-06,22:45,masked,215,4,
2026-08-06,22:30,masked,194,5,
2026-08-06,22:15,masked,191,6,
2026-08-06,22:00,masked,164,7,
2026-08-06,21:45,masked,163,9,
2026-08-06,21:30,masked,166,8,
2026-08-06,21:15,masked,187,7,
2026-08-06,21:00,masked,114,5,
2026-08-06,20:45,masked,76,3,
2026-08-06,20:30,masked,81,4,
2026-08-06,20:15,masked,33,1,
2026-08-06,20:00,masked,60,2,
2026-08-06,19:45,masked,38,5,
2026-08-06,19:30,masked,45,6,
2026-08-06,19:15,masked,40,6,
2026-08-06,19:00,masked,39,7,
2026-08-06,18:45,masked,146,10,
2026-08-06,18:30,masked,124,9,
2026-08-06,18:15,masked,127,10,
2026-08-06,18:00,masked,129,10,
2026-08-06,17:45,masked,125,9,
2026-08-06,17:30,masked,151,8,
2026-08-06,17:15,masked,83,8,
2026-08-06,17:00,masked,124,9,
2026-08-06,16:45,masked,121,6,
2026-08-06,16:30,masked,123,7,
2026-08-06,16:15,masked,110,8,
2026-08-06,16:00,masked,142,8,
2026-08-06,15:45,masked,191,9,
2026-08-06,15:30,masked,191,8,
2026-08-06,15:15,masked,132,7,
2026-08-06,15:00,masked,161,7,
2026-08-06,14:45,masked,122,5,
2026-08-06,14:30,masked,110,4,
2026-08-06,14:15,masked,134,5,
2026-08-06,14:00,masked,135,6,
2026-08-06,13:45,masked,166,5,
2026-08-06,13:30,masked,138,6,
2026-08-06,13:15,masked,136,6,
2026-08-06,13:00,masked,138,6,
2026-08-06,12:45,masked,139,7,
2026-08-06,12:30,masked,164,7,
2026-08-06,12:15,masked,138,7,
2026-08-06,12:00,masked,141,8,
2026-08-06,11:45,masked,139,8,
2026-08-06,11:30,masked,142,8,
2026-08-06,11:15,masked,127,9,
2026-08-06,11:00,masked,125,9,
2026-08-06,10:45,masked,144,10,
2026-08-06,10:30,masked,199,10,
2026-08-06,10:15,masked,198,11,
2026-08-06,10:00,masked,85,10,
2026-08-06,09:45,masked,156,10,
2026-08-06,09:30,masked,89,8,
2026-08-06,09:15,masked,78,8,
2026-08-06,09:00,masked,231,8,
2026-08-06,08:45,masked,232,7,
2026-08-06,08:30,masked,255,7,
2026-08-06,08:15,masked,231,7,
2026-08-06,08:00,masked,232,7,
2026-08-06,07:45,masked,231,7,
2026-08-06,07:30,masked,70,6,
2026-08-06,07:15,masked,120,6,
2026-08-06,07:00,masked,105,6,
2026-08-06,06:45,masked,105,6,
2026-08-06,06:30,masked,107,6,
2026-08-06,06:15,masked,105,6,
2026-08-06,06:00,masked,105,6,
2026-08-07,23:00,live,67,2,
2026-08-07,22:45,live,37,2,
2026-08-07,22:30,live,37,2,
2026-08-07,22:15,live,62,3,
2026-08-07,22:00,live,85,3,
2026-08-07,21:45,live,51,2,
2026-08-07,21:30,live,50,2,
2026-08-07,21:15,live,51,2,
2026-08-07,21:00,live,75,2,
2026-08-07,20:45,live,50,2,
2026-08-07,20:30,live,51,2,
2026-08-07,20:15,live,58,2,
2026-08-07,20:00,live,89,2,
2026-08-07,19:45,live,51,2,
2026-08-07,19:30,live,51,2,
2026-08-07,19:15,live,51,3,
2026-08-07,19:00,live,76,3,
2026-08-07,18:45,live,51,3,
2026-08-07,18:30,live,56,4,
2026-08-07,18:15,live,51,4,
2026-08-07,18:00,live,79,4,
2026-08-07,17:45,live,54,5,
2026-08-07,17:30,live,52,4,
2026-08-07,17:15,live,51,4,
2026-08-07,17:00,live,92,5,
2026-08-07,16:45,live,66,3,
2026-08-07,16:30,live,90,5,
2026-08-07,16:15,live,64,4,
2026-08-07,16:00,live,98,5,
2026-08-07,15:45,live,122,6,
2026-08-07,15:30,live,193,6,
2026-08-07,15:15,live,108,5,
2026-08-07,15:00,live,64,5,
2026-08-07,14:45,live,92,6,
2026-08-07,14:30,live,65,5,
2026-08-07,14:15,live,64,4,
2026-08-07,14:00,live,69,5,
2026-08-07,13:45,live,103,5,
2026-08-07,13:30,live,75,5,
2026-08-07,13:15,live,171,7,
2026-08-07,13:00,live,67,7,
2026-08-07,12:45,live,89,3,
2026-08-07,12:30,live,169,6,
2026-08-07,12:15,live,532,8,
2026-08-07,12:00,live,546,8,
2026-08-07,11:45,live,642,9,
2026-08-07,11:30,live,428,7,
2026-08-07,11:15,live,378,10,
2026-08-07,11:00,live,391,10,
2026-08-07,10:45,live,206,10,
2026-08-07,10:30,live,176,8,
2026-08-07,10:15,live,177,6,
2026-08-07,10:00,live,180,6,
2026-08-07,09:45,live,179,7,
2026-08-07,09:30,live,232,9,
2026-08-07,09:15,live,229,11,
2026-08-07,09:00,live,207,11,
2026-08-07,08:45,live,120,11,
2026-08-07,08:30,live,199,11,
2026-08-07,08:15,live,177,8,
2026-08-07,08:00,live,126,9,
2026-08-07,07:45,live,217,10,
2026-08-07,07:30,live,214,10,
2026-08-07,07:15,live,229,9,
2026-08-07,07:00,live,148,9,
2026-08-07,06:45,live,146,9,
2026-08-07,06:30,live,146,9,
2026-08-07,06:15,live,171,9,
2026-08-07,06:00,live,146,10,
2026-08-07,23:00,masked,37,3,
2026-08-07,22:45,masked,36,3,
2026-08-07,22:30,masked,64,3,
2026-08-07,22:15,masked,60,3,
2026-08-07,22:00,masked,60,3,
2026-08-07,21:45,masked,50,2,
2026-08-07,21:30,masked,75,2,
2026-08-07,21:15,masked,50,2,
2026-08-07,21:00,masked,50,2,
2026-08-07,20:45,masked,50,1,
2026-08-07,20:30,masked,76,1,
2026-08-07,20:15,masked,50,1,
2026-08-07,20:00,masked,51,1,
2026-08-07,19:45,masked,50,1,
2026-08-07,19:30,masked,82,1,
2026-08-07,19:15,masked,50,2,
2026-08-07,19:00,masked,51,2,
2026-08-07,18:45,masked,50,2,
2026-08-07,18:30,masked,79,3,
2026-08-07,18:15,masked,51,3,
2026-08-07,18:00,masked,54,3,
2026-08-07,17:45,masked,54,5,
2026-08-07,17:30,masked,51,4,
2026-08-07,17:15,masked,78,4,
2026-08-07,17:00,masked,61,5,
2026-08-07,16:45,masked,65,3,
2026-08-07,16:30,masked,87,5,
2026-08-07,16:15,masked,87,4,
2026-08-07,16:00,masked,69,5,
2026-08-07,15:45,masked,116,6,
2026-08-07,15:30,masked,189,6,
2026-08-07,15:15,masked,131,5,
2026-08-07,15:00,masked,65,5,
2026-08-07,14:45,masked,65,6,
2026-08-07,14:30,masked,62,4,
2026-08-07,14:15,masked,87,2,
2026-08-07,14:00,masked,65,3,
2026-08-07,13:45,masked,72,3,
2026-08-07,13:30,masked,71,3,
2026-08-07,13:15,masked,230,6,
2026-08-07,13:00,masked,67,7,
2026-08-07,12:45,masked,63,3,
2026-08-07,12:30,masked,132,5,
2026-08-07,12:15,masked,505,7,
2026-08-07,12:00,masked,553,7,
2026-08-07,11:45,masked,601,8,
2026-08-07,11:30,masked,401,6,
2026-08-07,11:15,masked,357,9,
2026-08-07,11:00,masked,397,9,
2026-08-07,10:45,masked,148,9,
2026-08-07,10:30,masked,146,7,
2026-08-07,10:15,masked,146,5,
2026-08-07,10:00,masked,171,5,
2026-08-07,09:45,masked,148,6,
2026-08-07,09:30,masked,170,8,
2026-08-07,09:15,masked,209,10,
2026-08-07,09:00,masked,188,10,
2026-08-07,08:45,masked,126,10,
2026-08-07,08:30,masked,156,10,
2026-08-07,08:15,masked,163,8,
2026-08-07,08:00,masked,118,9,
2026-08-07,07:45,masked,233,10,
2026-08-07,07:30,masked,209,10,
2026-08-07,07:15,masked,196,9,
2026-08-07,07:00,masked,144,9,
2026-08-07,06:45,masked,170,9,
2026-08-07,06:30,masked,144,9,
2026-08-07,06:15,masked,147,9,
2026-08-07,06:00,masked,141,10,
2026-08-08,23:00,live,73,1,
2026-08-08,22:45,live,44,1,
2026-08-08,22:30,live,44,1,
2026-08-08,22:15,live,44,1,
2026-08-08,22:00,live,72,1,
2026-08-08,21:45,live,44,1,
2026-08-08,21:30,live,44,1,
2026-08-08,21:15,live,105,2,
2026-08-08,21:00,live,79,1,
2026-08-08,20:45,live,79,1,
2026-08-08,20:30,live,105,1,
2026-08-08,20:15,live,79,1,
2026-08-08,20:00,live,79,1,
2026-08-08,19:45,live,79,1,
2026-08-08,19:30,live,107,1,
2026-08-08,19:15,live,91,2,
2026-08-08,19:00,live,91,2,
2026-08-08,18:45,live,117,2,
2026-08-08,18:30,live,92,3,
2026-08-08,18:15,live,92,4,
2026-08-08,18:00,live,117,3,
2026-08-08,17:45,live,92,3,
2026-08-08,17:30,live,92,2,
2026-08-08,17:15,live,118,2,
2026-08-08,17:00,live,97,3,
2026-08-08,16:45,live,97,3,
2026-08-08,16:30,live,104,5,
2026-08-08,16:15,live,130,6,
2026-08-08,16:00,live,102,6,
2026-08-08,15:45,live,102,7,
2026-08-08,15:30,live,131,8,
2026-08-08,15:15,live,101,5,
2026-08-08,15:00,live,102,4,
2026-08-08,14:45,live,226,8,
2026-08-08,14:30,live,188,8,
2026-08-08,14:15,live,158,7,
2026-08-08,14:00,live,183,9,
2026-08-08,13:45,live,148,8,
2026-08-08,13:30,live,75,9,
2026-08-08,13:15,live,133,9,
2026-08-08,13:00,live,166,7,
2026-08-08,12:45,live,453,10,
2026-08-08,12:30,live,331,10,
2026-08-08,12:15,live,463,9,
2026-08-08,12:00,live,391,8,
2026-08-08,11:45,live,230,11,
2026-08-08,11:30,live,168,12,
2026-08-08,11:15,live,110,13,
2026-08-08,11:00,live,713,13,
2026-08-08,10:45,live,380,14,
2026-08-08,10:30,live,363,12,
2026-08-08,10:15,live,412,14,
2026-08-08,10:00,live,472,16,
2026-08-08,09:45,live,418,18,
2026-08-08,09:30,live,458,17,
2026-08-08,09:15,live,429,16,
2026-08-08,09:00,live,457,16,
2026-08-08,08:45,live,501,17,
2026-08-08,08:30,live,525,15,
2026-08-08,08:15,live,464,16,
2026-08-08,08:00,live,595,15,
2026-08-08,07:45,live,394,13,
2026-08-08,07:30,live,388,13,
2026-08-08,07:15,live,488,14,
2026-08-08,07:00,live,492,15,
2026-08-08,06:45,live,444,17,
2026-08-08,06:30,live,442,14,
2026-08-08,06:15,live,455,14,
2026-08-08,06:00,live,378,11,
2026-08-08,23:00,masked,44,1,
2026-08-08,22:45,masked,69,1,
2026-08-08,22:30,masked,44,1,
2026-08-08,22:15,masked,44,1,
2026-08-08,22:00,masked,69,1,
2026-08-08,21:45,masked,44,1,
2026-08-08,21:30,masked,44,1,
2026-08-08,21:15,masked,105,2,
2026-08-08,21:00,masked,78,1,
2026-08-08,20:45,masked,81,2,
2026-08-08,20:30,masked,78,2,
2026-08-08,20:15,masked,108,2,
2026-08-08,20:00,masked,79,2,
2026-08-08,19:45,masked,78,2,
2026-08-08,19:30,masked,104,2,
2026-08-08,19:15,masked,92,2,
2026-08-08,19:00,masked,91,2,
2026-08-08,18:45,masked,117,2,
2026-08-08,18:30,masked,92,3,
2026-08-08,18:15,masked,92,4,
2026-08-08,18:00,masked,92,3,
2026-08-08,17:45,masked,120,3,
2026-08-08,17:30,masked,92,2,
2026-08-08,17:15,masked,92,2,
2026-08-08,17:00,masked,122,3,
2026-08-08,16:45,masked,97,3,
2026-08-08,16:30,masked,97,4,
2026-08-08,16:15,masked,123,5,
2026-08-08,16:00,masked,97,5,
2026-08-08,15:45,masked,97,6,
2026-08-08,15:30,masked,126,7,
2026-08-08,15:15,masked,96,4,
2026-08-08,15:00,masked,102,4,
2026-08-08,14:45,masked,181,8,
2026-08-08,14:30,masked,207,7,
2026-08-08,14:15,masked,140,7,
2026-08-08,14:00,masked,157,9,
2026-08-08,13:45,masked,157,8,
2026-08-08,13:30,masked,105,9,
2026-08-08,13:15,masked,113,9,
2026-08-08,13:00,masked,189,7,
2026-08-08,12:45,masked,488,10,
2026-08-08,12:30,masked,339,10,
2026-08-08,12:15,masked,506,9,
2026-08-08,12:00,masked,405,9,
2026-08-08,11:45,masked,255,11,
2026-08-08,11:30,masked,125,12,
2026-08-08,11:15,masked,138,13,
2026-08-08,11:00,masked,702,13,
2026-08-08,10:45,masked,348,14,
2026-08-08,10:30,masked,376,12,
2026-08-08,10:15,masked,408,14,
2026-08-08,10:00,masked,477,16,
2026-08-08,09:45,masked,412,18,
2026-08-08,09:30,masked,456,17,
2026-08-08,09:15,masked,429,16,
2026-08-08,09:00,masked,429,16,
2026-08-08,08:45,masked,529,17,
2026-08-08,08:30,masked,528,15,
2026-08-08,08:15,masked,472,16,
2026-08-08,08:00,masked,591,15,
2026-08-08,07:45,masked,383,12,
2026-08-08,07:30,masked,373,12,
2026-08-08,07:15,masked,465,13,
2026-08-08,07:00,masked,524,14,
2026-08-08,06:45,masked,440,16,
2026-08-08,06:30,masked,441,13,
2026-08-08,06:15,masked,451,13,
2026-08-08,06:00,masked,417,10,
2026-08-09,23:00,live,42,0,
2026-08-09,22:45,live,38,0,
2026-08-09,22:30,live,65,0,
2026-08-09,22:15,live,38,0,
2026-08-09,22:00,live,38,0,
2026-08-09,21:45,live,38,0,
2026-08-09,21:30,live,64,0,
2026-08-09,21:15,live,38,1,
2026-08-09,21:00,live,38,1,
2026-08-09,20:45,live,38,0,
2026-08-09,20:30,live,64,0,
2026-08-09,20:15,live,38,0,
2026-08-09,20:00,live,38,0,
2026-08-09,19:45,live,38,0,
2026-08-09,19:30,live,64,0,
2026-08-09,19:15,live,38,0,
2026-08-09,19:00,live,68,1,
2026-08-09,18:45,live,67,1,
2026-08-09,18:30,live,93,1,
2026-08-09,18:15,live,67,1,
2026-08-09,18:00,live,67,1,
2026-08-09,17:45,live,95,2,
2026-08-09,17:30,live,121,3,
2026-08-09,17:15,live,95,3,
2026-08-09,17:00,live,95,3,
2026-08-09,16:45,live,98,4,
2026-08-09,16:30,live,123,3,
2026-08-09,16:15,live,95,2,
2026-08-09,16:00,live,94,2,
2026-08-09,15:45,live,119,2,
2026-08-09,15:30,live,95,3,
2026-08-09,15:15,live,95,3,
2026-08-09,15:00,live,99,3,
2026-08-09,14:45,live,126,4,
2026-08-09,14:30,live,80,3,
2026-08-09,14:15,live,79,3,
2026-08-09,14:00,live,83,3,
2026-08-09,13:45,live,116,5,
2026-08-09,13:30,live,83,4,
2026-08-09,13:15,live,83,4,
2026-08-09,13:00,live,83,3,
2026-08-09,12:45,live,91,2,
2026-08-09,12:30,live,63,2,
2026-08-09,12:15,live,62,2,
2026-08-09,12:00,live,63,2,
2026-08-09,11:45,live,90,4,
2026-08-09,11:30,live,63,4,
2026-08-09,11:15,live,66,3,
2026-08-09,11:00,live,65,5,
2026-08-09,10:45,live,73,6,
2026-08-09,10:30,live,97,5,
2026-08-09,10:15,live,68,8,
2026-08-09,10:00,live,69,8,
2026-08-09,09:45,live,67,7,
2026-08-09,09:30,live,91,7,
