date,tick,estimates,ms,cards,error
2026-07-29,07:30,live,31,2,
2026-07-29,07:15,live,35,2,
2026-07-29,07:00,live,58,2,
2026-07-29,06:45,live,34,2,
2026-07-29,06:30,live,32,1,
2026-07-29,06:15,live,32,1,
2026-07-29,06:00,live,32,1,
2026-07-29,23:00,masked,25,0,
2026-07-29,22:45,masked,24,0,
2026-07-29,22:30,masked,24,0,
2026-07-29,22:15,masked,47,0,
2026-07-29,22:00,masked,24,0,
2026-07-29,21:45,masked,24,0,
2026-07-29,21:30,masked,24,0,
2026-07-29,21:15,masked,24,0,
2026-07-29,21:00,masked,24,0,
2026-07-29,20:45,masked,24,0,
2026-07-29,20:30,masked,47,1,
2026-07-29,20:15,masked,24,1,
2026-07-29,20:00,masked,24,1,
2026-07-29,19:45,masked,24,1,
2026-07-29,19:30,masked,24,1,
2026-07-29,19:15,masked,24,1,
2026-07-29,19:00,masked,24,1,
2026-07-29,18:45,masked,24,1,
2026-07-29,18:30,masked,48,0,
2026-07-29,18:15,masked,24,0,
2026-07-29,18:00,masked,24,1,
2026-07-29,17:45,masked,24,0,
2026-07-29,17:30,masked,24,0,
2026-07-29,17:15,masked,25,0,
2026-07-29,17:00,masked,24,0,
2026-07-29,16:45,masked,25,0,
2026-07-29,16:30,masked,49,0,
2026-07-29,16:15,masked,25,0,
2026-07-29,16:00,masked,25,0,
2026-07-29,15:45,masked,25,0,
2026-07-29,15:30,masked,25,0,
2026-07-29,15:15,masked,25,0,
2026-07-29,15:00,masked,25,0,
2026-07-29,14:45,masked,47,0,
2026-07-29,14:30,masked,25,1,
2026-07-29,14:15,masked,25,0,
2026-07-29,14:00,masked,25,0,
2026-07-29,13:45,masked,25,0,
2026-07-29,13:30,masked,25,0,
2026-07-29,13:15,masked,25,0,
2026-07-29,13:00,masked,26,0,
2026-07-29,12:45,masked,49,0,
2026-07-29,12:30,masked,26,1,
2026-07-29,12:15,masked,26,0,
2026-07-29,12:00,masked,26,0,
2026-07-29,11:45,masked,26,1,
2026-07-29,11:30,masked,26,1,
2026-07-29,11:15,masked,26,0,
2026-07-29,11:00,masked,26,0,
2026-07-29,10:45,masked,50,0,
2026-07-29,10:30,masked,26,0,
2026-07-29,10:15,masked,26,0,
2026-07-29,10:00,masked,27,0,
2026-07-29,09:45,masked,26,0,
2026-07-29,09:30,masked,26,0,
2026-07-29,09:15,masked,30,2,
2026-07-29,09:00,masked,30,2,
2026-07-29,08:45,masked,53,2,
2026-07-29,08:30,masked,30,2,
2026-07-29,08:15,masked,30,1,
2026-07-29,08:00,masked,29,1,
2026-07-29,07:45,masked,27,0,
2026-07-29,07:30,masked,31,2,
2026-07-29,07:15,masked,33,2,
2026-07-29,07:00,masked,33,2,
2026-07-29,06:45,masked,56,2,
2026-07-29,06:30,masked,31,1,
2026-07-29,06:15,masked,31,1,
2026-07-29,06:00,masked,31,1,
2026-07-30,23:00,live,34,1,
2026-07-30,22:45,live,29,0,
2026-07-30,22:30,live,29,0,
2026-07-30,22:15,live,51,0,
2026-07-30,22:00,live,28,0,
2026-07-30,21:45,live,29,0,
2026-07-30,21:30,live,28,0,
2026-07-30,21:15,live,29,0,
2026-07-30,21:00,live,29,1,
2026-07-30,20:45,live,54,0,
2026-07-30,20:30,live,29,0,
2026-07-30,20:15,live,29,0,
2026-07-30,20:00,live,29,0,
2026-07-30,19:45,live,29,0,
2026-07-30,19:30,live,29,0,
2026-07-30,19:15,live,53,0,
2026-07-30,19:00,live,30,0,
2026-07-30,18:45,live,30,0,
2026-07-30,18:30,live,29,1,
2026-07-30,18:15,live,29,1,
2026-07-30,18:00,live,30,1,
2026-07-30,17:45,live,53,1,
2026-07-30,17:30,live,30,2,
2026-07-30,17:15,live,30,2,
2026-07-30,17:00,live,45,1,
2026-07-30,16:45,live,30,1,
2026-07-30,16:30,live,30,0,
2026-07-30,16:15,live,54,1,
2026-07-30,16:00,live,30,2,
2026-07-30,15:45,live,30,1,
2026-07-30,15:30,live,30,1,
2026-07-30,15:15,live,77,1,
2026-07-30,15:00,live,98,1,
2026-07-30,14:45,live,30,0,
2026-07-30,14:30,live,30,0,
2026-07-30,14:15,live,139,1,
2026-07-30,14:00,live,31,0,
2026-07-30,13:45,live,31,0,
2026-07-30,13:30,live,90,2,
2026-07-30,13:15,live,69,2,
2026-07-30,13:00,live,45,2,
2026-07-30,12:45,live,96,3,
2026-07-30,12:30,live,94,2,
2026-07-30,12:15,live,182,4,
2026-07-30,12:00,live,241,6,
2026-07-30,11:45,live,283,6,
2026-07-30,11:30,live,283,8,
2026-07-30,11:15,live,299,8,
2026-07-30,11:00,live,293,8,
2026-07-30,10:45,live,247,10,
2026-07-30,10:30,live,298,9,
2026-07-30,10:15,live,240,10,
2026-07-30,10:00,live,267,10,
2026-07-30,09:45,live,266,10,
2026-07-30,09:30,live,268,10,
2026-07-30,09:15,live,266,10,
2026-07-30,09:00,live,290,10,
2026-07-30,08:45,live,264,11,
2026-07-30,08:30,live,264,10,
2026-07-30,08:15,live,264,10,
2026-07-30,08:00,live,264,10,
2026-07-30,07:45,live,264,10,
2026-07-30,07:30,live,327,9,
2026-07-30,07:15,live,302,9,
2026-07-30,07:00,live,304,9,
2026-07-30,06:45,live,303,9,
2026-07-30,06:30,live,268,10,
2026-07-30,06:15,live,270,10,
2026-07-30,06:00,live,326,9,
2026-07-30,23:00,masked,29,1,
2026-07-30,22:45,masked,29,0,
2026-07-30,22:30,masked,29,0,
2026-07-30,22:15,masked,28,0,
2026-07-30,22:00,masked,28,0,
2026-07-30,21:45,masked,53,0,
2026-07-30,21:30,masked,29,0,
2026-07-30,21:15,masked,29,0,
2026-07-30,21:00,masked,29,1,
2026-07-30,20:45,masked,28,0,
2026-07-30,20:30,masked,29,0,
2026-07-30,20:15,masked,52,0,
2026-07-30,20:00,masked,29,0,
2026-07-30,19:45,masked,29,0,
2026-07-30,19:30,masked,29,0,
2026-07-30,19:15,masked,29,0,
2026-07-30,19:00,masked,51,0,
2026-07-30,18:45,masked,29,0,
2026-07-30,18:30,masked,30,1,
2026-07-30,18:15,masked,29,1,
2026-07-30,18:00,masked,29,1,
2026-07-30,17:45,masked,29,1,
2026-07-30,17:30,masked,54,2,
2026-07-30,17:15,masked,30,2,
2026-07-30,17:00,masked,30,1,
2026-07-30,16:45,masked,30,1,
2026-07-30,16:30,masked,30,0,
2026-07-30,16:15,masked,30,0,
2026-07-30,16:00,masked,54,2,
2026-07-30,15:45,masked,30,1,
2026-07-30,15:30,masked,30,1,
2026-07-30,15:15,masked,84,2,
2026-07-30,15:00,masked,82,2,
2026-07-30,14:45,masked,30,0,
2026-07-30,14:30,masked,54,0,
2026-07-30,14:15,masked,163,1,
2026-07-30,14:00,masked,61,1,
2026-07-30,13:45,masked,58,1,
2026-07-30,13:30,masked,144,4,
2026-07-30,13:15,masked,45,2,
2026-07-30,13:00,masked,69,2,
2026-07-30,12:45,masked,102,3,
2026-07-30,12:30,masked,101,2,
2026-07-30,12:15,masked,141,4,
2026-07-30,12:00,masked,207,5,
2026-07-30,11:45,masked,213,5,
2026-07-30,11:30,masked,319,6,
2026-07-30,11:15,masked,312,6,
2026-07-30,11:00,masked,308,6,
2026-07-30,10:45,masked,282,8,
2026-07-30,10:30,masked,314,7,
2026-07-30,10:15,masked,279,8,
2026-07-30,10:00,masked,350,8,
2026-07-30,09:45,masked,327,8,
2026-07-30,09:30,masked,326,8,
2026-07-30,09:15,masked,327,8,
2026-07-30,09:00,masked,327,8,
2026-07-30,08:45,masked,324,9,
2026-07-30,08:30,masked,347,8,
2026-07-30,08:15,masked,324,8,
2026-07-30,08:00,masked,325,8,
2026-07-30,07:45,masked,325,8,
2026-07-30,07:30,masked,321,7,
2026-07-30,07:15,masked,321,7,
2026-07-30,07:00,masked,344,7,
2026-07-30,06:45,masked,321,7,
2026-07-30,06:30,masked,291,8,
2026-07-30,06:15,masked,287,8,
2026-07-30,06:00,masked,320,7,
2026-07-31,23:00,live,65,1,
2026-07-31,22:45,live,34,1,
2026-07-31,22:30,live,34,1,
2026-07-31,22:15,live,34,1,
2026-07-31,22:00,live,36,2,
2026-07-31,21:45,live,64,2,
2026-07-31,21:30,live,36,2,
2026-07-31,21:15,live,37,2,
2026-07-31,21:00,live,36,1,
2026-07-31,20:45,live,62,1,
2026-07-31,20:30,live,35,1,
2026-07-31,20:15,live,35,0,
2026-07-31,20:00,live,35,0,
2026-07-31,19:45,live,35,0,
2026-07-31,19:30,live,62,0,
2026-07-31,19:15,live,35,0,
2026-07-31,19:00,live,35,0,
2026-07-31,18:45,live,35,0,
2026-07-31,18:30,live,59,0,
2026-07-31,18:15,live,35,0,
2026-07-31,18:00,live,35,0,
2026-07-31,17:45,live,35,0,
2026-07-31,17:30,live,35,1,
2026-07-31,17:15,live,61,0,
2026-07-31,17:00,live,35,1,
2026-07-31,16:45,live,36,2,
2026-07-31,16:30,live,35,1,
2026-07-31,16:15,live,35,1,
2026-07-31,16:00,live,84,3,
2026-07-31,15:45,live,40,4,
2026-07-31,15:30,live,41,5,
2026-07-31,15:15,live,93,5,
2026-07-31,15:00,live,74,5,
2026-07-31,14:45,live,51,7,
2026-07-31,14:30,live,50,3,
2026-07-31,14:15,live,52,4,
2026-07-31,14:00,live,55,4,
2026-07-31,13:45,live,75,3,
2026-07-31,13:30,live,46,3,
2026-07-31,13:15,live,51,3,
2026-07-31,13:00,live,52,3,
2026-07-31,12:45,live,48,3,
2026-07-31,12:30,live,72,3,
2026-07-31,12:15,live,48,3,
2026-07-31,12:00,live,47,3,
2026-07-31,11:45,live,48,3,
2026-07-31,11:30,live,117,4,
2026-07-31,11:15,live,82,4,
2026-07-31,11:00,live,55,5,
2026-07-31,10:45,live,55,5,
2026-07-31,10:30,live,48,6,
2026-07-31,10:15,live,71,6,
2026-07-31,10:00,live,58,6,
2026-07-31,09:45,live,125,7,
2026-07-31,09:30,live,120,6,
2026-07-31,09:15,live,114,5,
2026-07-31,09:00,live,165,5,
2026-07-31,08:45,live,249,8,
2026-07-31,08:30,live,90,7,
2026-07-31,08:15,live,271,7,
2026-07-31,08:00,live,119,5,
2026-07-31,07:45,live,154,5,
2026-07-31,07:30,live,41,3,
2026-07-31,07:15,live,42,3,
2026-07-31,07:00,live,41,4,
2026-07-31,06:45,live,42,4,
2026-07-31,06:30,live,68,5,
2026-07-31,06:15,live,41,5,
2026-07-31,06:00,live,41,4,
2026-07-31,23:00,masked,35,1,
2026-07-31,22:45,masked,57,1,
2026-07-31,22:30,masked,34,1,
2026-07-31,22:15,masked,35,1,
2026-07-31,22:00,masked,36,2,
2026-07-31,21:45,masked,36,2,
2026-07-31,21:30,masked,62,2,
2026-07-31,21:15,masked,36,2,
2026-07-31,21:00,masked,37,1,
2026-07-31,20:45,masked,37,1,
2026-07-31,20:30,masked,35,1,
2026-07-31,20:15,masked,60,0,
2026-07-31,20:00,masked,35,0,
2026-07-31,19:45,masked,35,0,
2026-07-31,19:30,masked,36,0,
2026-07-31,19:15,masked,58,0,
2026-07-31,19:00,masked,35,0,
2026-07-31,18:45,masked,35,0,
2026-07-31,18:30,masked,35,0,
2026-07-31,18:15,masked,35,0,
2026-07-31,18:00,masked,62,0,
2026-07-31,17:45,masked,35,0,
2026-07-31,17:30,masked,35,1,
2026-07-31,17:15,masked,35,0,
2026-07-31,17:00,masked,61,1,
2026-07-31,16:45,masked,35,2,
2026-07-31,16:30,masked,36,2,
2026-07-31,16:15,masked,35,2,
2026-07-31,16:00,masked,54,3,
2026-07-31,15:45,masked,67,4,
2026-07-31,15:30,masked,40,5,
2026-07-31,15:15,masked,110,5,
2026-07-31,15:00,masked,47,5,
2026-07-31,14:45,masked,43,7,
2026-07-31,14:30,masked,78,4,
2026-07-31,14:15,masked,57,5,
2026-07-31,14:00,masked,52,4,
2026-07-31,13:45,masked,50,3,
2026-07-31,13:30,masked,70,3,
2026-07-31,13:15,masked,37,2,
2026-07-31,13:00,masked,39,2,
2026-07-31,12:45,masked,39,2,
2026-07-31,12:30,masked,37,2,
2026-07-31,12:15,masked,63,2,
2026-07-31,12:00,masked,38,2,
2026-07-31,11:45,masked,38,2,
2026-07-31,11:30,masked,102,3,
2026-07-31,11:15,masked,46,3,
2026-07-31,11:00,masked,71,4,
2026-07-31,10:45,masked,46,4,
2026-07-31,10:30,masked,40,5,
2026-07-31,10:15,masked,39,5,
2026-07-31,10:00,masked,47,5,
2026-07-31,09:45,masked,130,6,
2026-07-31,09:30,masked,107,5,
2026-07-31,09:15,masked,122,4,
2026-07-31,09:00,masked,130,4,
2026-07-31,08:45,masked,233,7,
2026-07-31,08:30,masked,115,7,
2026-07-31,08:15,masked,267,7,
2026-07-31,08:00,masked,120,5,
2026-07-31,07:45,masked,129,5,
2026-07-31,07:30,masked,41,3,
2026-07-31,07:15,masked,65,3,
2026-07-31,07:00,masked,41,4,
2026-07-31,06:45,masked,41,4,
2026-07-31,06:30,masked,41,5,
2026-07-31,06:15,masked,41,5,
2026-07-31,06:00,masked,65,4,
2026-08-01,23:00,live,101,1,
2026-08-01,22:45,live,94,1,
2026-08-01,22:30,live,118,1,
2026-08-01,22:15,live,49,1,
2026-08-01,22:00,live,47,0,
2026-08-01,21:45,live,71,1,
2026-08-01,21:30,live,46,0,
2026-08-01,21:15,live,49,1,
2026-08-01,21:00,live,48,1,
2026-08-01,20:45,live,76,1,
2026-08-01,20:30,live,51,2,
2026-08-01,20:15,live,52,2,
2026-08-01,20:00,live,76,3,
2026-08-01,19:45,live,52,4,
2026-08-01,19:30,live,52,3,
2026-08-01,19:15,live,107,2,
2026-08-01,19:00,live,82,2,
2026-08-01,18:45,live,92,3,
2026-08-01,18:30,live,87,3,
2026-08-01,18:15,live,139,4,
2026-08-01,18:00,live,114,5,
2026-08-01,17:45,live,102,6,
2026-08-01,17:30,live,125,5,
2026-08-01,17:15,live,100,5,
2026-08-01,17:00,live,96,6,
2026-08-01,16:45,live,158,5,
2026-08-01,16:30,live,131,6,
2026-08-01,16:15,live,290,7,
2026-08-01,16:00,live,163,6,
2026-08-01,15:45,live,139,7,
2026-08-01,15:30,live,168,10,
2026-08-01,15:15,live,201,8,
2026-08-01,15:00,live,288,7,
2026-08-01,14:45,live,293,8,
2026-08-01,14:30,live,292,10,
2026-08-01,14:15,live,373,10,
2026-08-01,14:00,live,505,12,
2026-08-01,13:45,live,576,13,
2026-08-01,13:30,live,612,10,
2026-08-01,13:15,live,644,10,
2026-08-01,13:00,live,416,11,
2026-08-01,12:45,live,377,12,
2026-08-01,12:30,live,426,12,
2026-08-01,12:15,live,401,12,
2026-08-01,12:00,live,511,14,
2026-08-01,11:45,live,533,13,
2026-08-01,11:30,live,509,13,
2026-08-01,11:15,live,440,13,
2026-08-01,11:00,live,590,16,
2026-08-01,10:45,live,510,17,
2026-08-01,10:30,live,579,17,
2026-08-01,10:15,live,391,19,
2026-08-01,10:00,live,403,19,
2026-08-01,09:45,live,400,17,
2026-08-01,09:30,live,437,17,
2026-08-01,09:15,live,386,18,
2026-08-01,09:00,live,315,15,
2026-08-01,08:45,live,332,16,
2026-08-01,08:30,live,250,17,
2026-08-01,08:15,live,287,19,
2026-08-01,08:00,live,243,18,
2026-08-01,07:45,live,245,19,
2026-08-01,07:30,live,271,19,
2026-08-01,07:15,live,218,17,
2026-08-01,07:00,live,364,13,
2026-08-01,06:45,live,284,15,
2026-08-01,06:30,live,318,15,
2026-08-01,06:15,live,284,15,
2026-08-01,06:00,live,327,14,
2026-08-01,23:00,masked,115,1,
2026-08-01,22:45,masked,93,1,
2026-08-01,22:30,masked,93,1,
2026-08-01,22:15,masked,73,1,
2026-08-01,22:00,masked,48,1,
2026-08-01,21:45,masked,48,2,
2026-08-01,21:30,masked,48,1,
2026-08-01,21:15,masked,76,1,
2026-08-01,21:00,masked,48,1,
2026-08-01,20:45,masked,49,2,
2026-08-01,20:30,masked,75,2,
2026-08-01,20:15,masked,51,3,
2026-08-01,20:00,masked,51,4,
2026-08-01,19:45,masked,76,5,
2026-08-01,19:30,masked,51,4,
2026-08-01,19:15,masked,57,3,
2026-08-01,19:00,masked,58,3,
2026-08-01,18:45,masked,89,5,
2026-08-01,18:30,masked,59,5,
2026-08-01,18:15,masked,84,6,
2026-08-01,18:00,masked,111,8,
2026-08-01,17:45,masked,66,9,
2026-08-01,17:30,masked,62,7,
2026-08-01,17:15,masked,87,5,
2026-08-01,17:00,masked,63,7,
2026-08-01,16:45,masked,93,6,
2026-08-01,16:30,masked,100,7,
2026-08-01,16:15,masked,119,7,
2026-08-01,16:00,masked,94,5,
2026-08-01,15:45,masked,137,7,
2026-08-01,15:30,masked,196,10,
2026-08-01,15:15,masked,183,8,
2026-08-01,15:00,masked,260,7,
2026-08-01,14:45,masked,322,9,
2026-08-01,14:30,masked,240,10,
2026-08-01,14:15,masked,287,9,
2026-08-01,14:00,masked,468,11,
2026-08-01,13:45,masked,567,12,
2026-08-01,13:30,masked,557,9,
2026-08-01,13:15,masked,602,7,
2026-08-01,13:00,masked,484,8,
2026-08-01,12:45,masked,357,10,
2026-08-01,12:30,masked,367,10,
2026-08-01,12:15,masked,408,10,
2026-08-01,12:00,masked,487,12,
2026-08-01,11:45,masked,495,11,
2026-08-01,11:30,masked,487,11,
2026-08-01,11:15,masked,498,10,
2026-08-01,11:00,masked,543,13,
2026-08-01,10:45,masked,509,14,
2026-08-01,10:30,masked,420,15,
2026-08-01,10:15,masked,344,17,
2026-08-01,10:00,masked,369,17,
2026-08-01,09:45,masked,461,16,
2026-08-01,09:30,masked,664,17,
2026-08-01,09:15,masked,297,17,
2026-08-01,09:00,masked,286,15,
2026-08-01,08:45,masked,333,16,
2026-08-01,08:30,masked,248,17,
2026-08-01,08:15,masked,259,19,
2026-08-01,08:00,masked,241,18,
2026-08-01,07:45,masked,271,19,
2026-08-01,07:30,masked,242,19,
2026-08-01,07:15,masked,217,17,
2026-08-01,07:00,masked,371,13,
2026-08-01,06:45,masked,258,15,
2026-08-01,06:30,masked,265,15,
2026-08-01,06:15,masked,257,15,
2026-08-01,06:00,masked,323,14,
2026-08-02,23:00,live,41,0,
2026-08-02,22:45,live,36,0,
2026-08-02,22:30,live,60,0,
2026-08-02,22:15,live,36,0,
2026-08-02,22:00,live,36,0,
2026-08-02,21:45,live,36,0,
2026-08-02,21:30,live,36,0,
2026-08-02,21:15,live,63,0,
2026-08-02,21:00,live,36,0,
2026-08-02,20:45,live,36,0,
2026-08-02,20:30,live,36,0,
2026-08-02,20:15,live,60,0,
2026-08-02,20:00,live,37,0,
2026-08-02,19:45,live,36,0,
2026-08-02,19:30,live,36,1,
2026-08-02,19:15,live,62,1,
2026-08-02,19:00,live,37,1,
2026-08-02,18:45,live,37,2,
2026-08-02,18:30,live,37,2,
2026-08-02,18:15,live,62,2,
2026-08-02,18:00,live,38,2,
2026-08-02,17:45,live,38,2,
2026-08-02,17:30,live,41,3,
2026-08-02,17:15,live,38,1,
2026-08-02,17:00,live,114,1,
2026-08-02,16:45,live,98,2,
2026-08-02,16:30,live,114,3,
2026-08-02,16:15,live,117,3,
2026-08-02,16:00,live,140,3,
2026-08-02,15:45,live,116,4,
2026-08-02,15:30,live,103,3,
2026-08-02,15:15,live,103,3,
2026-08-02,15:00,live,128,3,
2026-08-02,14:45,live,107,3,
2026-08-02,14:30,live,103,5,
2026-08-02,14:15,live,78,4,
2026-08-02,14:00,live,100,6,
2026-08-02,13:45,live,90,5,
2026-08-02,13:30,live,86,5,
2026-08-02,13:15,live,74,4,
2026-08-02,13:00,live,112,4,
2026-08-02,12:45,live,84,4,
2026-08-02,12:30,live,83,4,
2026-08-02,12:15,live,81,3,
2026-08-02,12:00,live,216,4,
2026-08-02,11:45,live,304,5,
2026-08-02,11:30,live,419,6,
2026-08-02,11:15,live,380,7,
2026-08-02,11:00,live,189,10,
2026-08-02,10:45,live,160,12,
2026-08-02,10:30,live,131,12,
2026-08-02,10:15,live,129,12,
2026-08-02,10:00,live,164,11,
2026-08-02,09:45,live,188,11,
2026-08-02,09:30,live,164,11,
2026-08-02,09:15,live,164,11,
2026-08-02,09:00,live,137,13,
2026-08-02,08:45,live,210,13,
2026-08-02,08:30,live,172,12,
2026-08-02,08:15,live,131,15,
2026-08-02,08:00,live,134,14,
2026-08-02,07:45,live,168,13,
2026-08-02,07:30,live,195,13,
2026-08-02,07:15,live,168,13,
2026-08-02,07:00,live,168,13,
2026-08-02,06:45,live,168,13,
2026-08-02,06:30,live,192,13,
2026-08-02,06:15,live,168,14,
2026-08-02,06:00,live,168,14,
2026-08-02,23:00,masked,36,0,
2026-08-02,22:45,masked,60,0,
2026-08-02,22:30,masked,36,0,
2026-08-02,22:15,masked,36,0,
2026-08-02,22:00,masked,36,0,
2026-08-02,21:45,masked,61,0,
2026-08-02,21:30,masked,36,0,
2026-08-02,21:15,masked,36,0,
2026-08-02,21:00,masked,36,0,
2026-08-02,20:45,masked,61,0,
2026-08-02,20:30,masked,36,0,
2026-08-02,20:15,masked,36,0,
2026-08-02,20:00,masked,36,0,
2026-08-02,19:45,masked,36,0,
2026-08-02,19:30,masked,64,1,
2026-08-02,19:15,masked,37,1,
2026-08-02,19:00,masked,36,1,
2026-08-02,18:45,masked,37,2,
2026-08-02,18:30,masked,61,3,
2026-08-02,18:15,masked,37,3,
2026-08-02,18:00,masked,37,3,
2026-08-02,17:45,masked,93,5,
2026-08-02,17:30,masked,66,6,
2026-08-02,17:15,masked,39,4,
2026-08-02,17:00,masked,83,3,
2026-08-02,16:45,masked,95,3,
2026-08-02,16:30,masked,139,4,
2026-08-02,16:15,masked,153,5,
2026-08-02,16:00,masked,149,5,
2026-08-02,15:45,masked,148,6,
2026-08-02,15:30,masked,161,5,
2026-08-02,15:15,masked,136,5,
2026-08-02,15:00,masked,136,5,
2026-08-02,14:45,masked,138,4,
2026-08-02,14:30,masked,135,6,
2026-08-02,14:15,masked,135,5,
2026-08-02,14:00,masked,109,7,
2026-08-02,13:45,masked,120,6,
2026-08-02,13:30,masked,101,6,
2026-08-02,13:15,masked,124,6,
2026-08-02,13:00,masked,98,6,
2026-08-02,12:45,masked,118,5,
2026-08-02,12:30,masked,100,5,
2026-08-02,12:15,masked,134,4,
2026-08-02,12:00,masked,285,6,
2026-08-02,11:45,masked,333,6,
2026-08-02,11:30,masked,192,6,
2026-08-02,11:15,masked,336,6,
2026-08-02,11:00,masked,183,8,
2026-08-02,10:45,masked,181,8,
2026-08-02,10:30,masked,179,7,
2026-08-02,10:15,masked,134,8,
2026-08-02,10:00,masked,196,6,
2026-08-02,09:45,masked,196,6,
2026-08-02,09:30,masked,196,6,
2026-08-02,09:15,masked,196,6,
2026-08-02,09:00,masked,156,8,
2026-08-02,08:45,masked,168,8,
2026-08-02,08:30,masked,168,7,
2026-08-02,08:15,masked,60,9,
2026-08-02,08:00,masked,84,8,
2026-08-02,07:45,masked,96,7,
2026-08-02,07:30,masked,94,7,
2026-08-02,07:15,masked,93,7,
2026-08-02,07:00,masked,93,7,
2026-08-02,06:45,masked,119,7,
2026-08-02,06:30,masked,94,7,
2026-08-02,06:15,masked,94,8,
2026-08-02,06:00,masked,95,8,
2026-08-03,23:00,live,64,0,
2026-08-03,22:45,live,32,0,
2026-08-03,22:30,live,32,0,
2026-08-03,22:15,live,32,0,
2026-08-03,22:00,live,33,0,
2026-08-03,21:45,live,57,1,
2026-08-03,21:30,live,32,1,
2026-08-03,21:15,live,33,0,
2026-08-03,21:00,live,32,0,
2026-08-03,20:45,live,32,0,
2026-08-03,20:30,live,57,0,
2026-08-03,20:15,live,33,1,
2026-08-03,20:00,live,33,1,
2026-08-03,19:45,live,32,0,
2026-08-03,19:30,live,32,1,
2026-08-03,19:15,live,69,1,
2026-08-03,19:00,live,39,1,
2026-08-03,18:45,live,38,1,
2026-08-03,18:30,live,38,1,
2026-08-03,18:15,live,38,1,
2026-08-03,18:00,live,63,1,
2026-08-03,17:45,live,139,2,
2026-08-03,17:30,live,51,2,
2026-08-03,17:15,live,52,2,
2026-08-03,17:00,live,51,2,
2026-08-03,16:45,live,74,2,
2026-08-03,16:30,live,52,2,
2026-08-03,16:15,live,53,2,
2026-08-03,16:00,live,53,2,
2026-08-03,15:45,live,53,3,
2026-08-03,15:30,live,77,3,
2026-08-03,15:15,live,53,3,
2026-08-03,15:00,live,44,3,
2026-08-03,14:45,live,45,3,
2026-08-03,14:30,live,45,3,
2026-08-03,14:15,live,69,3,
2026-08-03,14:00,live,62,5,
2026-08-03,13:45,live,59,8,
2026-08-03,13:30,live,60,7,
2026-08-03,13:15,live,60,7,
2026-08-03,13:00,live,87,7,
2026-08-03,12:45,live,61,8,
2026-08-03,12:30,live,60,8,
2026-08-03,12:15,live,60,8,
2026-08-03,12:00,live,71,9,
2026-08-03,11:45,live,107,9,
2026-08-03,11:30,live,75,9,
2026-08-03,11:15,live,112,11,
2026-08-03,11:00,live,82,11,
2026-08-03,10:45,live,82,11,
2026-08-03,10:30,live,110,10,
2026-08-03,10:15,live,63,12,
2026-08-03,10:00,live,307,14,
2026-08-03,09:45,live,296,14,
2026-08-03,09:30,live,297,14,
2026-08-03,09:15,live,308,14,
2026-08-03,09:00,live,281,13,
2026-08-03,08:45,live,399,11,
2026-08-03,08:30,live,415,11,
2026-08-03,08:15,live,401,11,
2026-08-03,08:00,live,424,11,
2026-08-03,07:45,live,400,10,
2026-08-03,07:30,live,407,10,
2026-08-03,07:15,live,400,10,
2026-08-03,07:00,live,404,10,
2026-08-03,06:45,live,421,10,
2026-08-03,06:30,live,396,10,
2026-08-03,06:15,live,405,10,
2026-08-03,06:00,live,400,10,
2026-08-03,23:00,masked,33,0,
2026-08-03,22:45,masked,58,0,
2026-08-03,22:30,masked,33,0,
2026-08-03,22:15,masked,32,0,
2026-08-03,22:00,masked,32,0,
2026-08-03,21:45,masked,32,1,
2026-08-03,21:30,masked,57,1,
2026-08-03,21:15,masked,33,0,
2026-08-03,21:00,masked,33,0,
2026-08-03,20:45,masked,32,0,
2026-08-03,20:30,masked,32,0,
2026-08-03,20:15,masked,59,1,
2026-08-03,20:00,masked,33,1,
2026-08-03,19:45,masked,32,0,
2026-08-03,19:30,masked,33,1,
2026-08-03,19:15,masked,38,1,
2026-08-03,19:00,masked,63,1,
2026-08-03,18:45,masked,39,1,
2026-08-03,18:30,masked,39,1,
2026-08-03,18:15,masked,39,1,
2026-08-03,18:00,masked,38,1,
2026-08-03,17:45,masked,160,2,
2026-08-03,17:30,masked,50,4,
2026-08-03,17:15,masked,50,4,
2026-08-03,17:00,masked,51,3,
2026-08-03,16:45,masked,51,3,
2026-08-03,16:30,masked,76,3,
2026-08-03,16:15,masked,52,3,
2026-08-03,16:00,masked,53,2,
2026-08-03,15:45,masked,54,4,
2026-08-03,15:30,masked,53,4,
2026-08-03,15:15,masked,77,4,
2026-08-03,15:00,masked,46,3,
2026-08-03,14:45,masked,45,2,
2026-08-03,14:30,masked,45,2,
2026-08-03,14:15,masked,45,2,
2026-08-03,14:00,masked,69,3,
2026-08-03,13:45,masked,47,6,
2026-08-03,13:30,masked,49,5,
2026-08-03,13:15,masked,48,4,
2026-08-03,13:00,masked,48,4,
2026-08-03,12:45,masked,74,5,
2026-08-03,12:30,masked,48,5,
2026-08-03,12:15,masked,48,5,
2026-08-03,12:00,masked,57,6,
2026-08-03,11:45,masked,66,6,
2026-08-03,11:30,masked,90,6,
2026-08-03,11:15,masked,104,8,
2026-08-03,11:00,masked,81,8,
2026-08-03,10:45,masked,82,8,
2026-08-03,10:30,masked,84,7,
2026-08-03,10:15,masked,86,9,
2026-08-03,10:00,masked,300,11,
2026-08-03,09:45,masked,304,11,
2026-08-03,09:30,masked,224,10,
2026-08-03,09:15,masked,202,10,
2026-08-03,09:00,masked,225,9,
